"","EURIRS","Rate_Name","Rate_Value"
"631","01/07/2021","X10.ANNI",0.11
"632","01/07/2021","X15.ANNI",0.37
"633","01/07/2021","X20.ANNI",0.49
"634","01/07/2021","X25.ANNI",0.51
"635","01/07/2021","X30.ANNI",0.51
"636","02/07/2021","X10.ANNI",0.08
"637","02/07/2021","X15.ANNI",0.36
"638","02/07/2021","X20.ANNI",0.46
"639","02/07/2021","X25.ANNI",0.5
"640","02/07/2021","X30.ANNI",0.48
"641","05/07/2021","X10.ANNI",0.11
"642","05/07/2021","X15.ANNI",0.37
"643","05/07/2021","X20.ANNI",0.48
"644","05/07/2021","X25.ANNI",0.51
"645","05/07/2021","X30.ANNI",0.49
"646","06/07/2021","X10.ANNI",0.06
"647","06/07/2021","X15.ANNI",0.31
"648","06/07/2021","X20.ANNI",0.43
"649","06/07/2021","X25.ANNI",0.45
"650","06/07/2021","X30.ANNI",0.43
"651","07/07/2021","X10.ANNI",0.04
"652","07/07/2021","X15.ANNI",0.27
"653","07/07/2021","X20.ANNI",0.4
"654","07/07/2021","X25.ANNI",0.4
"655","07/07/2021","X30.ANNI",0.39
"656","08/07/2021","X10.ANNI",0.01
"657","08/07/2021","X15.ANNI",0.27
"658","08/07/2021","X20.ANNI",0.36
"659","08/07/2021","X25.ANNI",0.38
"660","08/07/2021","X30.ANNI",0.37
"661","09/07/2021","X10.ANNI",0.03
"662","09/07/2021","X15.ANNI",0.29
"663","09/07/2021","X20.ANNI",0.4
"664","09/07/2021","X25.ANNI",0.41
"665","09/07/2021","X30.ANNI",0.39
"666","12/07/2021","X10.ANNI",0.03
"667","12/07/2021","X15.ANNI",0.29
"668","12/07/2021","X20.ANNI",0.4
"669","12/07/2021","X25.ANNI",0.41
"670","12/07/2021","X30.ANNI",0.39
"671","13/07/2021","X10.ANNI",0.04
"672","13/07/2021","X15.ANNI",0.29
"673","13/07/2021","X20.ANNI",0.4
"674","13/07/2021","X25.ANNI",0.42
"675","13/07/2021","X30.ANNI",0.4
"676","14/07/2021","X10.ANNI",0.04
"677","14/07/2021","X15.ANNI",0.29
"678","14/07/2021","X20.ANNI",0.39
"679","14/07/2021","X25.ANNI",0.42
"680","14/07/2021","X30.ANNI",0.4
"681","15/07/2021","X10.ANNI",0.02
"682","15/07/2021","X15.ANNI",0.26
"683","15/07/2021","X20.ANNI",0.38
"684","15/07/2021","X25.ANNI",0.39
"685","15/07/2021","X30.ANNI",0.37
"686","16/07/2021","X10.ANNI",0
"687","16/07/2021","X15.ANNI",0.25
"688","16/07/2021","X20.ANNI",0.36
"689","16/07/2021","X25.ANNI",0.38
"690","16/07/2021","X30.ANNI",0.36
"691","19/07/2021","X10.ANNI",-0.03
"692","19/07/2021","X15.ANNI",0.21
"693","19/07/2021","X20.ANNI",0.31
"694","19/07/2021","X25.ANNI",0.32
"695","19/07/2021","X30.ANNI",0.3
"696","20/07/2021","X10.ANNI",-0.05
"697","20/07/2021","X15.ANNI",0.18
"698","20/07/2021","X20.ANNI",0.28
"699","20/07/2021","X25.ANNI",0.29
"700","20/07/2021","X30.ANNI",0.26
"701","21/07/2021","X10.ANNI",-0.01
"702","21/07/2021","X15.ANNI",0.23
"703","21/07/2021","X20.ANNI",0.32
"704","21/07/2021","X25.ANNI",0.34
"705","21/07/2021","X30.ANNI",0.32
"706","22/07/2021","X10.ANNI",-0.05
"707","22/07/2021","X15.ANNI",0.2
"708","22/07/2021","X20.ANNI",0.3
"709","22/07/2021","X25.ANNI",0.31
"710","22/07/2021","X30.ANNI",0.29
"711","23/07/2021","X10.ANNI",-0.05
"712","23/07/2021","X15.ANNI",0.2
"713","23/07/2021","X20.ANNI",0.3
"714","23/07/2021","X25.ANNI",0.32
"715","23/07/2021","X30.ANNI",0.29
"716","26/07/2021","X10.ANNI",-0.02
"717","26/07/2021","X15.ANNI",0.22
"718","26/07/2021","X20.ANNI",0.31
"719","26/07/2021","X25.ANNI",0.34
"720","26/07/2021","X30.ANNI",0.31
"721","27/07/2021","X10.ANNI",-0.04
"722","27/07/2021","X15.ANNI",0.19
"723","27/07/2021","X20.ANNI",0.3
"724","27/07/2021","X25.ANNI",0.31
"725","27/07/2021","X30.ANNI",0.28
"726","28/07/2021","X10.ANNI",-0.05
"727","28/07/2021","X15.ANNI",0.19
"728","28/07/2021","X20.ANNI",0.3
"729","28/07/2021","X25.ANNI",0.31
"730","28/07/2021","X30.ANNI",0.31
"731","29/07/2021","X10.ANNI",-0.06
"732","29/07/2021","X15.ANNI",0.19
"733","29/07/2021","X20.ANNI",0.29
"734","29/07/2021","X25.ANNI",0.31
"735","29/07/2021","X30.ANNI",0.28
"736","30/07/2021","X10.ANNI",-0.06
"737","30/07/2021","X15.ANNI",0.18
"738","30/07/2021","X20.ANNI",0.29
"739","30/07/2021","X25.ANNI",0.3
"740","30/07/2021","X30.ANNI",0.27
"741","02/08/2021","X10.ANNI",-0.08
"742","02/08/2021","X15.ANNI",0.15
"743","02/08/2021","X20.ANNI",0.25
"744","02/08/2021","X25.ANNI",0.26
"745","02/08/2021","X30.ANNI",0.24
"746","03/08/2021","X10.ANNI",-0.1
"747","03/08/2021","X15.ANNI",0.15
"748","03/08/2021","X20.ANNI",0.26
"749","03/08/2021","X25.ANNI",0.27
"750","03/08/2021","X30.ANNI",0.24
"751","04/08/2021","X10.ANNI",-0.1
"752","04/08/2021","X15.ANNI",0.16
"753","04/08/2021","X20.ANNI",0.24
"754","04/08/2021","X25.ANNI",0.25
"755","04/08/2021","X30.ANNI",0.21
"756","05/08/2021","X10.ANNI",-0.09
"757","05/08/2021","X15.ANNI",0.13
"758","05/08/2021","X20.ANNI",0.24
"759","05/08/2021","X25.ANNI",0.23
"760","05/08/2021","X30.ANNI",0.19
"761","06/08/2021","X10.ANNI",-0.05
"762","06/08/2021","X15.ANNI",0.19
"763","06/08/2021","X20.ANNI",0.27
"764","06/08/2021","X25.ANNI",0.28
"765","06/08/2021","X30.ANNI",0.26
"766","09/08/2021","X10.ANNI",-0.08
"767","09/08/2021","X15.ANNI",0.17
"768","09/08/2021","X20.ANNI",0.26
"769","09/08/2021","X25.ANNI",0.26
"770","09/08/2021","X30.ANNI",0.23
"771","10/08/2021","X10.ANNI",-0.08
"772","10/08/2021","X15.ANNI",0.14
"773","10/08/2021","X20.ANNI",0.24
"774","10/08/2021","X25.ANNI",0.26
"775","10/08/2021","X30.ANNI",0.21
"776","11/08/2021","X10.ANNI",-0.09
"777","11/08/2021","X15.ANNI",0.16
"778","11/08/2021","X20.ANNI",0.24
"779","11/08/2021","X25.ANNI",0.26
"780","11/08/2021","X30.ANNI",0.23
"781","12/08/2021","X10.ANNI",-0.09
"782","12/08/2021","X15.ANNI",0.14
"783","12/08/2021","X20.ANNI",0.24
"784","12/08/2021","X25.ANNI",0.25
"785","12/08/2021","X30.ANNI",0.22
"786","13/08/2021","X10.ANNI",-0.1
"787","13/08/2021","X15.ANNI",0.13
"788","13/08/2021","X20.ANNI",0.23
"789","13/08/2021","X25.ANNI",0.24
"790","13/08/2021","X30.ANNI",0.2
"791","16/08/2021","X10.ANNI",-0.1
"792","16/08/2021","X15.ANNI",0.13
"793","16/08/2021","X20.ANNI",0.25
"794","16/08/2021","X25.ANNI",0.24
"795","16/08/2021","X30.ANNI",0.21
"796","17/08/2021","X10.ANNI",-0.08
"797","17/08/2021","X15.ANNI",0.16
"798","17/08/2021","X20.ANNI",0.24
"799","17/08/2021","X25.ANNI",0.26
"800","17/08/2021","X30.ANNI",0.23
"801","18/08/2021","X10.ANNI",-0.09
"802","18/08/2021","X15.ANNI",0.14
"803","18/08/2021","X20.ANNI",0.25
"804","18/08/2021","X25.ANNI",0.25
"805","18/08/2021","X30.ANNI",0.21
"806","19/08/2021","X10.ANNI",-0.11
"807","19/08/2021","X15.ANNI",0.12
"808","19/08/2021","X20.ANNI",0.22
"809","19/08/2021","X25.ANNI",0.23
"810","19/08/2021","X30.ANNI",0.2
"811","20/08/2021","X10.ANNI",-0.11
"812","20/08/2021","X15.ANNI",0.12
"813","20/08/2021","X20.ANNI",0.21
"814","20/08/2021","X25.ANNI",0.22
"815","20/08/2021","X30.ANNI",0.19
"816","23/08/2021","X10.ANNI",-0.1
"817","23/08/2021","X15.ANNI",0.12
"818","23/08/2021","X20.ANNI",0.22
"819","23/08/2021","X25.ANNI",0.23
"820","23/08/2021","X30.ANNI",0.2
"821","24/08/2021","X10.ANNI",-0.11
"822","24/08/2021","X15.ANNI",0.13
"823","24/08/2021","X20.ANNI",0.23
"824","24/08/2021","X25.ANNI",0.26
"825","24/08/2021","X30.ANNI",0.21
"826","25/08/2021","X10.ANNI",-0.04
"827","25/08/2021","X15.ANNI",0.2
"828","25/08/2021","X20.ANNI",0.28
"829","25/08/2021","X25.ANNI",0.31
"830","25/08/2021","X30.ANNI",0.29
"831","26/08/2021","X10.ANNI",-0.05
"832","26/08/2021","X15.ANNI",0.18
"833","26/08/2021","X20.ANNI",0.28
"834","26/08/2021","X25.ANNI",0.3
"835","26/08/2021","X30.ANNI",0.26
"836","27/08/2021","X10.ANNI",-0.04
"837","27/08/2021","X15.ANNI",0.2
"838","27/08/2021","X20.ANNI",0.3
"839","27/08/2021","X25.ANNI",0.32
"840","27/08/2021","X30.ANNI",0.29
"841","30/08/2021","X10.ANNI",-0.05
"842","30/08/2021","X15.ANNI",0.2
"843","30/08/2021","X20.ANNI",0.3
"844","30/08/2021","X25.ANNI",0.3
"845","30/08/2021","X30.ANNI",0.29
"846","31/08/2021","X10.ANNI",-0.03
"847","31/08/2021","X15.ANNI",0.21
"848","31/08/2021","X20.ANNI",0.32
"849","31/08/2021","X25.ANNI",0.33
"850","31/08/2021","X30.ANNI",0.3
"851","01/09/2021","X10.ANNI",-0.01
"852","01/09/2021","X15.ANNI",0.23
"853","01/09/2021","X20.ANNI",0.34
"854","01/09/2021","X25.ANNI",0.36
"855","01/09/2021","X30.ANNI",0.33
"856","02/09/2021","X10.ANNI",0
"857","02/09/2021","X15.ANNI",0.25
"858","02/09/2021","X20.ANNI",0.34
"859","02/09/2021","X25.ANNI",0.37
"860","02/09/2021","X30.ANNI",0.34
"861","03/09/2021","X10.ANNI",0
"862","03/09/2021","X15.ANNI",0.25
"863","03/09/2021","X20.ANNI",0.34
"864","03/09/2021","X25.ANNI",0.37
"865","03/09/2021","X30.ANNI",0.34
"866","06/09/2021","X10.ANNI",0.02
"867","06/09/2021","X15.ANNI",0.27
"868","06/09/2021","X20.ANNI",0.37
"869","06/09/2021","X25.ANNI",0.39
"870","06/09/2021","X30.ANNI",0.37
"871","07/09/2021","X10.ANNI",0.06
"872","07/09/2021","X15.ANNI",0.3
"873","07/09/2021","X20.ANNI",0.4
"874","07/09/2021","X25.ANNI",0.42
"875","07/09/2021","X30.ANNI",0.39
"876","08/09/2021","X10.ANNI",0.05
"877","08/09/2021","X15.ANNI",0.29
"878","08/09/2021","X20.ANNI",0.39
"879","08/09/2021","X25.ANNI",0.4
"880","08/09/2021","X30.ANNI",0.38
"881","09/09/2021","X10.ANNI",0
"882","09/09/2021","X15.ANNI",0.24
"883","09/09/2021","X20.ANNI",0.35
"884","09/09/2021","X25.ANNI",0.36
"885","09/09/2021","X30.ANNI",0.34
"886","10/09/2021","X10.ANNI",0.03
"887","10/09/2021","X15.ANNI",0.27
"888","10/09/2021","X20.ANNI",0.38
"889","10/09/2021","X25.ANNI",0.39
"890","10/09/2021","X30.ANNI",0.37
"891","13/09/2021","X10.ANNI",0.03
"892","13/09/2021","X15.ANNI",0.28
"893","13/09/2021","X20.ANNI",0.4
"894","13/09/2021","X25.ANNI",0.4
"895","13/09/2021","X30.ANNI",0.37
"896","14/09/2021","X10.ANNI",0.04
"897","14/09/2021","X15.ANNI",0.28
"898","14/09/2021","X20.ANNI",0.37
"899","14/09/2021","X25.ANNI",0.39
"900","14/09/2021","X30.ANNI",0.38
"901","15/09/2021","X10.ANNI",0.06
"902","15/09/2021","X15.ANNI",0.31
"903","15/09/2021","X20.ANNI",0.4
"904","15/09/2021","X25.ANNI",0.42
"905","15/09/2021","X30.ANNI",0.41
"906","16/09/2021","X10.ANNI",0.08
"907","16/09/2021","X15.ANNI",0.33
"908","16/09/2021","X20.ANNI",0.42
"909","16/09/2021","X25.ANNI",0.45
"910","16/09/2021","X30.ANNI",0.42
"911","17/09/2021","X10.ANNI",0.11
"912","17/09/2021","X15.ANNI",0.36
"913","17/09/2021","X20.ANNI",0.45
"914","17/09/2021","X25.ANNI",0.48
"915","17/09/2021","X30.ANNI",0.46
"916","20/09/2021","X10.ANNI",0.09
"917","20/09/2021","X15.ANNI",0.31
"918","20/09/2021","X20.ANNI",0.42
"919","20/09/2021","X25.ANNI",0.44
"920","20/09/2021","X30.ANNI",0.41
"921","21/09/2021","X10.ANNI",0.07
"922","21/09/2021","X15.ANNI",0.31
"923","21/09/2021","X20.ANNI",0.39
"924","21/09/2021","X25.ANNI",0.43
"925","21/09/2021","X30.ANNI",0.39
"926","22/09/2021","X10.ANNI",0.05
"927","22/09/2021","X15.ANNI",0.29
"928","22/09/2021","X20.ANNI",0.39
"929","22/09/2021","X25.ANNI",0.4
"930","22/09/2021","X30.ANNI",0.38
"931","23/09/2021","X10.ANNI",0.11
"932","23/09/2021","X15.ANNI",0.36
"933","23/09/2021","X20.ANNI",0.46
"934","23/09/2021","X25.ANNI",0.47
"935","23/09/2021","X30.ANNI",0.44
"936","24/09/2021","X10.ANNI",0.16
"937","24/09/2021","X15.ANNI",0.38
"938","24/09/2021","X20.ANNI",0.48
"939","24/09/2021","X25.ANNI",0.51
"940","24/09/2021","X30.ANNI",0.47
"941","27/09/2021","X10.ANNI",0.15
"942","27/09/2021","X15.ANNI",0.39
"943","27/09/2021","X20.ANNI",0.49
"944","27/09/2021","X25.ANNI",0.51
"945","27/09/2021","X30.ANNI",0.48
"946","28/09/2021","X10.ANNI",0.17
"947","28/09/2021","X15.ANNI",0.41
"948","28/09/2021","X20.ANNI",0.5
"949","28/09/2021","X25.ANNI",0.51
"950","28/09/2021","X30.ANNI",0.49
"951","29/09/2021","X10.ANNI",0.15
"952","29/09/2021","X15.ANNI",0.39
"953","29/09/2021","X20.ANNI",0.49
"954","29/09/2021","X25.ANNI",0.5
"955","29/09/2021","X30.ANNI",0.47
"956","30/09/2021","X10.ANNI",0.18
"957","30/09/2021","X15.ANNI",0.42
"958","30/09/2021","X20.ANNI",0.51
"959","30/09/2021","X25.ANNI",0.54
"960","30/09/2021","X30.ANNI",0.5
"961","01/10/2021","X10.ANNI",0.17
"962","01/10/2021","X15.ANNI",0.4
"963","01/10/2021","X20.ANNI",0.5
"964","01/10/2021","X25.ANNI",0.53
"965","01/10/2021","X30.ANNI",0.51
"966","04/10/2021","X10.ANNI",0.16
"967","04/10/2021","X15.ANNI",0.41
"968","04/10/2021","X20.ANNI",0.53
"969","04/10/2021","X25.ANNI",0.54
"970","04/10/2021","X30.ANNI",0.5
"971","05/10/2021","X10.ANNI",0.2
"972","05/10/2021","X15.ANNI",0.44
"973","05/10/2021","X20.ANNI",0.56
"974","05/10/2021","X25.ANNI",0.57
"975","05/10/2021","X30.ANNI",0.55
"976","06/10/2021","X10.ANNI",0.21
"977","06/10/2021","X15.ANNI",0.45
"978","06/10/2021","X20.ANNI",0.56
"979","06/10/2021","X25.ANNI",0.58
"980","06/10/2021","X30.ANNI",0.55
"981","07/10/2021","X10.ANNI",0.22
"982","07/10/2021","X15.ANNI",0.46
"983","07/10/2021","X20.ANNI",0.55
"984","07/10/2021","X25.ANNI",0.59
"985","07/10/2021","X30.ANNI",0.57
"986","08/10/2021","X10.ANNI",0.24
"987","08/10/2021","X15.ANNI",0.49
"988","08/10/2021","X20.ANNI",0.59
"989","08/10/2021","X25.ANNI",0.61
"990","08/10/2021","X30.ANNI",0.59
"991","11/10/2021","X10.ANNI",0.27
"992","11/10/2021","X15.ANNI",0.52
"993","11/10/2021","X20.ANNI",0.63
"994","11/10/2021","X25.ANNI",0.64
"995","11/10/2021","X30.ANNI",0.62
"996","12/10/2021","X10.ANNI",0.31
"997","12/10/2021","X15.ANNI",0.54
"998","12/10/2021","X20.ANNI",0.65
"999","12/10/2021","X25.ANNI",0.67
"1000","12/10/2021","X30.ANNI",0.64
"1001","13/10/2021","X10.ANNI",0.27
"1002","13/10/2021","X15.ANNI",0.5
"1003","13/10/2021","X20.ANNI",0.57
"1004","13/10/2021","X25.ANNI",0.59
"1005","13/10/2021","X30.ANNI",0.56
"1006","14/10/2021","X10.ANNI",0.22
"1007","14/10/2021","X15.ANNI",0.45
"1008","14/10/2021","X20.ANNI",0.52
"1009","14/10/2021","X25.ANNI",0.53
"1010","14/10/2021","X30.ANNI",0.5
"1011","15/10/2021","X10.ANNI",0.23
"1012","15/10/2021","X15.ANNI",0.45
"1013","15/10/2021","X20.ANNI",0.54
"1014","15/10/2021","X25.ANNI",0.54
"1015","15/10/2021","X30.ANNI",0.51
"1016","18/10/2021","X10.ANNI",0.24
"1017","18/10/2021","X15.ANNI",0.45
"1018","18/10/2021","X20.ANNI",0.53
"1019","18/10/2021","X25.ANNI",0.51
"1020","18/10/2021","X30.ANNI",0.47
"1021","19/10/2021","X10.ANNI",0.28
"1022","19/10/2021","X15.ANNI",0.48
"1023","19/10/2021","X20.ANNI",0.55
"1024","19/10/2021","X25.ANNI",0.54
"1025","19/10/2021","X30.ANNI",0.5
"1026","20/10/2021","X10.ANNI",0.27
"1027","20/10/2021","X15.ANNI",0.48
"1028","20/10/2021","X20.ANNI",0.56
"1029","20/10/2021","X25.ANNI",0.55
"1030","20/10/2021","X30.ANNI",0.51
"1031","21/10/2021","X10.ANNI",0.29
"1032","21/10/2021","X15.ANNI",0.49
"1033","21/10/2021","X20.ANNI",0.55
"1034","21/10/2021","X25.ANNI",0.54
"1035","21/10/2021","X30.ANNI",0.5
"1036","22/10/2021","X10.ANNI",0.29
"1037","22/10/2021","X15.ANNI",0.47
"1038","22/10/2021","X20.ANNI",0.53
"1039","22/10/2021","X25.ANNI",0.51
"1040","22/10/2021","X30.ANNI",0.46
"1041","25/10/2021","X10.ANNI",0.3
"1042","25/10/2021","X15.ANNI",0.48
"1043","25/10/2021","X20.ANNI",0.54
"1044","25/10/2021","X25.ANNI",0.54
"1045","25/10/2021","X30.ANNI",0.49
"1046","26/10/2021","X10.ANNI",0.28
"1047","26/10/2021","X15.ANNI",0.46
"1048","26/10/2021","X20.ANNI",0.52
"1049","26/10/2021","X25.ANNI",0.5
"1050","26/10/2021","X30.ANNI",0.45
"1051","27/10/2021","X10.ANNI",0.21
"1052","27/10/2021","X15.ANNI",0.39
"1053","27/10/2021","X20.ANNI",0.43
"1054","27/10/2021","X25.ANNI",0.41
"1055","27/10/2021","X30.ANNI",0.35
"1056","28/10/2021","X10.ANNI",0.24
"1057","28/10/2021","X15.ANNI",0.39
"1058","28/10/2021","X20.ANNI",0.43
"1059","28/10/2021","X25.ANNI",0.4
"1060","28/10/2021","X30.ANNI",0.34
"1061","29/10/2021","X10.ANNI",0.31
"1062","29/10/2021","X15.ANNI",0.43
"1063","29/10/2021","X20.ANNI",0.45
"1064","29/10/2021","X25.ANNI",0.4
"1065","29/10/2021","X30.ANNI",0.33
"1066","01/11/2021","X10.ANNI",0.31
"1067","01/11/2021","X15.ANNI",0.44
"1068","01/11/2021","X20.ANNI",0.44
"1069","01/11/2021","X25.ANNI",0.42
"1070","01/11/2021","X30.ANNI",0.35
"1071","02/11/2021","X10.ANNI",0.21
"1072","02/11/2021","X15.ANNI",0.37
"1073","02/11/2021","X20.ANNI",0.42
"1074","02/11/2021","X25.ANNI",0.39
"1075","02/11/2021","X30.ANNI",0.34
"1076","03/11/2021","X10.ANNI",0.21
"1077","03/11/2021","X15.ANNI",0.37
"1078","03/11/2021","X20.ANNI",0.41
"1079","03/11/2021","X25.ANNI",0.39
"1080","03/11/2021","X30.ANNI",0.34
"1081","04/11/2021","X10.ANNI",0.16
"1082","04/11/2021","X15.ANNI",0.35
"1083","04/11/2021","X20.ANNI",0.41
"1084","04/11/2021","X25.ANNI",0.4
"1085","04/11/2021","X30.ANNI",0.37
"1086","05/11/2021","X10.ANNI",0.12
"1087","05/11/2021","X15.ANNI",0.3
"1088","05/11/2021","X20.ANNI",0.35
"1089","05/11/2021","X25.ANNI",0.34
"1090","05/11/2021","X30.ANNI",0.3
"1091","08/11/2021","X10.ANNI",0.14
"1092","08/11/2021","X15.ANNI",0.32
"1093","08/11/2021","X20.ANNI",0.38
"1094","08/11/2021","X25.ANNI",0.37
"1095","08/11/2021","X30.ANNI",0.33
"1096","09/11/2021","X10.ANNI",0.11
"1097","09/11/2021","X15.ANNI",0.27
"1098","09/11/2021","X20.ANNI",0.31
"1099","09/11/2021","X25.ANNI",0.29
"1100","09/11/2021","X30.ANNI",0.25
"1101","10/11/2021","X10.ANNI",0.17
"1102","10/11/2021","X15.ANNI",0.32
"1103","10/11/2021","X20.ANNI",0.35
"1104","10/11/2021","X25.ANNI",0.34
"1105","10/11/2021","X30.ANNI",0.29
"1106","11/11/2021","X10.ANNI",0.22
"1107","11/11/2021","X15.ANNI",0.35
"1108","11/11/2021","X20.ANNI",0.39
"1109","11/11/2021","X25.ANNI",0.35
"1110","11/11/2021","X30.ANNI",0.3
"1111","12/11/2021","X10.ANNI",0.21
"1112","12/11/2021","X15.ANNI",0.36
"1113","12/11/2021","X20.ANNI",0.4
"1114","12/11/2021","X25.ANNI",0.37
"1115","12/11/2021","X30.ANNI",0.32
"1116","15/11/2021","X10.ANNI",0.21
"1117","15/11/2021","X15.ANNI",0.37
"1118","15/11/2021","X20.ANNI",0.41
"1119","15/11/2021","X25.ANNI",0.39
"1120","15/11/2021","X30.ANNI",0.33
"1121","16/11/2021","X10.ANNI",0.21
"1122","16/11/2021","X15.ANNI",0.38
"1123","16/11/2021","X20.ANNI",0.42
"1124","16/11/2021","X25.ANNI",0.41
"1125","16/11/2021","X30.ANNI",0.36
"1126","17/11/2021","X10.ANNI",0.21
"1127","17/11/2021","X15.ANNI",0.38
"1128","17/11/2021","X20.ANNI",0.42
"1129","17/11/2021","X25.ANNI",0.41
"1130","17/11/2021","X30.ANNI",0.37
"1131","18/11/2021","X10.ANNI",0.19
"1132","18/11/2021","X15.ANNI",0.35
"1133","18/11/2021","X20.ANNI",0.39
"1134","18/11/2021","X25.ANNI",0.37
"1135","18/11/2021","X30.ANNI",0.33
"1136","19/11/2021","X10.ANNI",0.14
"1137","19/11/2021","X15.ANNI",0.31
"1138","19/11/2021","X20.ANNI",0.36
"1139","19/11/2021","X25.ANNI",0.34
"1140","19/11/2021","X30.ANNI",0.29
"1141","22/11/2021","X10.ANNI",0.16
"1142","22/11/2021","X15.ANNI",0.33
"1143","22/11/2021","X20.ANNI",0.37
"1144","22/11/2021","X25.ANNI",0.35
"1145","22/11/2021","X30.ANNI",0.31
"1146","23/11/2021","X10.ANNI",0.21
"1147","23/11/2021","X15.ANNI",0.39
"1148","23/11/2021","X20.ANNI",0.43
"1149","23/11/2021","X25.ANNI",0.41
"1150","23/11/2021","X30.ANNI",0.36
"1151","24/11/2021","X10.ANNI",0.24
"1152","24/11/2021","X15.ANNI",0.42
"1153","24/11/2021","X20.ANNI",0.47
"1154","24/11/2021","X25.ANNI",0.45
"1155","24/11/2021","X30.ANNI",0.4
"1156","25/11/2021","X10.ANNI",0.22
"1157","25/11/2021","X15.ANNI",0.41
"1158","25/11/2021","X20.ANNI",0.44
"1159","25/11/2021","X25.ANNI",0.42
"1160","25/11/2021","X30.ANNI",0.37
"1161","26/11/2021","X10.ANNI",0.16
"1162","26/11/2021","X15.ANNI",0.34
"1163","26/11/2021","X20.ANNI",0.38
"1164","26/11/2021","X25.ANNI",0.35
"1165","26/11/2021","X30.ANNI",0.31
"1166","29/11/2021","X10.ANNI",0.18
"1167","29/11/2021","X15.ANNI",0.36
"1168","29/11/2021","X20.ANNI",0.38
"1169","29/11/2021","X25.ANNI",0.38
"1170","29/11/2021","X30.ANNI",0.33
"1171","30/11/2021","X10.ANNI",0.14
"1172","30/11/2021","X15.ANNI",0.31
"1173","30/11/2021","X20.ANNI",0.34
"1174","30/11/2021","X25.ANNI",0.31
"1175","30/11/2021","X30.ANNI",0.25
"1176","01/12/2021","X10.ANNI",0.16
"1177","01/12/2021","X15.ANNI",0.3
"1178","01/12/2021","X20.ANNI",0.34
"1179","01/12/2021","X25.ANNI",0.31
"1180","01/12/2021","X30.ANNI",0.24
"1181","02/12/2021","X10.ANNI",0.12
"1182","02/12/2021","X15.ANNI",0.29
"1183","02/12/2021","X20.ANNI",0.32
"1184","02/12/2021","X25.ANNI",0.28
"1185","02/12/2021","X30.ANNI",0.23
"1186","03/12/2021","X10.ANNI",0.12
"1187","03/12/2021","X15.ANNI",0.27
"1188","03/12/2021","X20.ANNI",0.31
"1189","03/12/2021","X25.ANNI",0.26
"1190","03/12/2021","X30.ANNI",0.2
"1191","06/12/2021","X10.ANNI",0.11
"1192","06/12/2021","X15.ANNI",0.27
"1193","06/12/2021","X20.ANNI",0.3
"1194","06/12/2021","X25.ANNI",0.26
"1195","06/12/2021","X30.ANNI",0.2
"1196","07/12/2021","X10.ANNI",0.12
"1197","07/12/2021","X15.ANNI",0.28
"1198","07/12/2021","X20.ANNI",0.28
"1199","07/12/2021","X25.ANNI",0.27
"1200","07/12/2021","X30.ANNI",0.21
"1201","08/12/2021","X10.ANNI",0.16
"1202","08/12/2021","X15.ANNI",0.32
"1203","08/12/2021","X20.ANNI",0.35
"1204","08/12/2021","X25.ANNI",0.32
"1205","08/12/2021","X30.ANNI",0.24
"1206","09/12/2021","X10.ANNI",0.12
"1207","09/12/2021","X15.ANNI",0.27
"1208","09/12/2021","X20.ANNI",0.33
"1209","09/12/2021","X25.ANNI",0.3
"1210","09/12/2021","X30.ANNI",0.23
"1211","10/12/2021","X10.ANNI",0.11
"1212","10/12/2021","X15.ANNI",0.28
"1213","10/12/2021","X20.ANNI",0.33
"1214","10/12/2021","X25.ANNI",0.29
"1215","10/12/2021","X30.ANNI",0.24
"1216","13/12/2021","X10.ANNI",0.09
"1217","13/12/2021","X15.ANNI",0.25
"1218","13/12/2021","X20.ANNI",0.29
"1219","13/12/2021","X25.ANNI",0.28
"1220","13/12/2021","X30.ANNI",0.23
"1221","14/12/2021","X10.ANNI",0.11
"1222","14/12/2021","X15.ANNI",0.26
"1223","14/12/2021","X20.ANNI",0.29
"1224","14/12/2021","X25.ANNI",0.28
"1225","14/12/2021","X30.ANNI",0.25
"1226","15/12/2021","X10.ANNI",0.13
"1227","15/12/2021","X15.ANNI",0.3
"1228","15/12/2021","X20.ANNI",0.33
"1229","15/12/2021","X25.ANNI",0.3
"1230","15/12/2021","X30.ANNI",0.27
"1231","16/12/2021","X10.ANNI",0.13
"1232","16/12/2021","X15.ANNI",0.3
"1233","16/12/2021","X20.ANNI",0.35
"1234","16/12/2021","X25.ANNI",0.32
"1235","16/12/2021","X30.ANNI",0.28
"1236","17/12/2021","X10.ANNI",0.12
"1237","17/12/2021","X15.ANNI",0.28
"1238","17/12/2021","X20.ANNI",0.33
"1239","17/12/2021","X25.ANNI",0.3
"1240","17/12/2021","X30.ANNI",0.26
"1241","20/12/2021","X10.ANNI",0.14
"1242","20/12/2021","X15.ANNI",0.31
"1243","20/12/2021","X20.ANNI",0.37
"1244","20/12/2021","X25.ANNI",0.35
"1245","20/12/2021","X30.ANNI",0.31
"1246","21/12/2021","X10.ANNI",0.19
"1247","21/12/2021","X15.ANNI",0.38
"1248","21/12/2021","X20.ANNI",0.43
"1249","21/12/2021","X25.ANNI",0.42
"1250","21/12/2021","X30.ANNI",0.38
"1251","22/12/2021","X10.ANNI",0.22
"1252","22/12/2021","X15.ANNI",0.39
